[00:03:38] [info] HAZEL: Creating window Hazelnut (1600, 900)
[00:03:38] [info] HAZEL: OpenGL Info:
[00:03:38] [info] HAZEL:   Vendor: NVIDIA Corporation
[00:03:38] [info] HAZEL:   Renderer: NVIDIA GeForce GTX 760/PCIe/SSE2
[00:03:38] [info] HAZEL:   Version: 4.6.0 NVIDIA 473.47
[00:03:52] [warning] HAZEL: Pixel data = 50
[00:03:52] [warning] HAZEL: Pixel data = 50
[00:03:52] [warning] HAZEL: Pixel data = 50
[00:03:52] [warning] HAZEL: Pixel data = 50
[00:03:52] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:53] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:54] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = 50
[00:03:55] [warning] HAZEL: Pixel data = -1
[00:03:55] [warning] HAZEL: Pixel data = -1
[00:03:55] [warning] HAZEL: Pixel data = -1
[00:03:55] [warning] HAZEL: Pixel data = -1
[00:03:55] [warning] HAZEL: Pixel data = -1
[00:03:55] [warning] HAZEL: Pixel data = -1
[00:03:55] [warning] HAZEL: Pixel data = -1
[00:03:55] [warning] HAZEL: Pixel data = -1
[00:03:55] [warning] HAZEL: Pixel data = -1
[00:03:55] [warning] HAZEL: Pixel data = -1
[00:03:55] [warning] HAZEL: Pixel data = -1
[00:03:56] [warning] HAZEL: Pixel data = -1
[00:03:56] [warning] HAZEL: Pixel data = -1
[00:03:56] [warning] HAZEL: Pixel data = -1
[00:03:56] [warning] HAZEL: Pixel data = -1
[00:03:56] [warning] HAZEL: Pixel data = -1
[00:03:56] [warning] HAZEL: Pixel data = -1
[00:03:56] [warning] HAZEL: Pixel data = -1
[00:03:56] [warning] HAZEL: Pixel data = -1
[00:03:56] [warning] HAZEL: Pixel data = -1
[00:03:56] [warning] HAZEL: Pixel data = -1
[00:03:56] [warning] HAZEL: Pixel data = -1
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:56] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = -1
[00:03:57] [warning] HAZEL: Pixel data = -1
[00:03:57] [warning] HAZEL: Pixel data = -1
[00:03:57] [warning] HAZEL: Pixel data = -1
[00:03:57] [warning] HAZEL: Pixel data = -1
[00:03:57] [warning] HAZEL: Pixel data = -1
[00:03:57] [warning] HAZEL: Pixel data = -1
[00:03:57] [warning] HAZEL: Pixel data = -1
[00:03:57] [warning] HAZEL: Pixel data = -1
[00:03:57] [warning] HAZEL: Pixel data = -1
[00:03:57] [warning] HAZEL: Pixel data = -1
[00:03:57] [warning] HAZEL: Pixel data = -1
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:57] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = -1
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:58] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = 50
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:03:59] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:00] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
[00:04:01] [warning] HAZEL: Pixel data = -1
